Employee ID,First Name,Last Name,Age,Gender,DOB,Date Joined,Date Resigned,Department,Salary,Performance level
567,Cheryl,Lee,53,M,7/16/1980,6/27/2021,2/2/2025,IT,56479,Needs Improvement
568,Alyssa,Lopez,60,F,10/12/1940,10/5/2021,10/27/2024,Sales,6051,Meets
569,Barbara,Wagner,38,F,6/27/1974,10/23/2020,1/24/2024,HR,59186,Meets
570,Brown,Washington,18,N/A,2/1/1969,12/2/2023,3/7/2027,Finance,54687,Outstanding
571,Christopher ,Stuart,28,F,10/29/1910,11/17/2023,3/4/2027,HR,72209,Outstanding
572,Cheryl,Bowman,55,F,8/21/1969,12/11/2021,5/25/2023,Customer Service,170650,Below
573,Erin,Berg,58,F,3/26/2000,6/8/2021,10/27/2021,Engineering,105296,Needs Improvement
574,Kelsey,Hanson,64,F,6/10/1969,12/2/2023,10/9/2027,Sales,57597,Outstanding
575,Miranda,Gaines,42,M,1/11/1920,2/12/2022,3/14/2025,Customer Service,30398,Needs Improvement
576,Diana,Cain,68,M,1/17/1955,3/12/2023,2/10/2025,Sales,82030,Below
577,Michelle,Kim,53,N/A,1/29/1980,3/20/2021,6/15/2022,Sales,188277,Below
578,Adam,Hamilton ,55,M,3/31/1969,12/2/2023,11/4/2027,Operations,165328,Exceeds
579,Brian,Young,44,F,4/27/2017,10/18/2022,6/14/2026,Sales,109057,Exceeds
580,Dawn,Norton ,58,F,NULL,8/15/2021,6/7/2025,Customer Service,106943,Exceeds
581,David,Henderson,20,F,NULL,12/2/2023,7/3/2025,IT,91547,Outstanding
582,Mark,Smith,69,M,3/16/1928,4/28/2022,1/8/2024,Customer Service,133808,Needs Improvement
583,Timothy,Williams ,49,N/A,NULL,1/27/2023,4/20/2025,HR,128090,Exceeds
584,Matthew,Rodriguez,66,F,4/28/1921,7/22/2022,6/28/2026,Customer Service,192545,Outstanding
585,Micheal,Robinson,47,M,NULL,5/7/2020,9/24/2021,Finance,116567,Below
586,Jessica,Melton ,58,M,NULL,6/3/2020,3/25/2023,Finance,38066,Outstanding
587,Susan,Huber ,41,M,5/24/1995,12/26/2021,2/15/2023,Customer Service,102836,Below
588,Michael,Cruz,27,M,9/16/2008,2/28/2020,10/23/2022,IT,84365,Outstanding
589,Kevin,Ayala,23,Decline to comment,6/4/2012,12/4/2021,8/18/2025,Finance,143909,Needs Improvement
590,Rachel,Barnes,43,N/A,5/31/1989,7/30/2023,4/9/2025,Finance,55079,Meets
591,Ricky,Rodriguez,51,F,2/19/1911,12/2/2023,12/23/2024,Engineering,2598,Meets
592,Joseph,Torres,27,F,3/31/1920,5/25/2021,8/1/2023,Customer Service,139063,Meets
593,Justin,Willis,51,F,10/14/2010,12/2/2023,6/17/2025,Operations,127531,Exceeds
594,Matthew,Smith,55,F,12/9/1995,9/16/2023,6/24/2024,Operations,52300,Outstanding
595,Douglas,Cole,50,F,1/1/1935,4/9/2020,11/27/2023,Finance,89167,Exceeds
596,Greg,Ellis,68,Decline to comment,11/7/1980,5/22/2023,2/7/2025,Operations,188345,Exceeds
597,Jacob,Lee,28,Decline to comment,7/2/1933,12/2/2023,4/1/2026,Marketing,11558,Below
598,Laurie,Mcconnell ,67,F,6/23/1975,7/7/2022,5/1/2023,Customer Service,33536,Needs Improvement
599,Joshua,Thomas,52,F,8/16/1972,12/2/2023,6/26/2025,HR,124372,Below
600,Sherry ,Jones,33,F,8/16/1985,12/14/2023,5/28/2024,Engineering,137220,Below
601,Jessica,Steven,32,F,4/12/2024,8/24/2022,10/18/2023,Operations,54769,Exceeds
602,Jennifer,Oconnell,66,F,3/9/2014,9/19/2022,3/23/2025,Finance,58004,Below
603,Kevin,Cole,65,F,NULL,12/2/2023,6/11/2028,Customer Service,119594,Exceeds
604,Jeffrey,Horton,53,F,5/5/1939,4/30/2020,9/21/2023,Marketing,158129,Below
605,Cynthia ,Gardner,53,N/A,11/11/1978,3/13/2020,7/7/2023,Operations,126197,Exceeds
606,Davis,Parker,46,M,7/22/1982,12/2/2023,4/6/2025,Engineering,42111,Outstanding
607,Mary,Carter,18,M,5/19/2014,10/24/2023,10/21/2026,Sales,129734,Below
608,Cynthia,Sanders,45,Decline to comment,7/8/1908,12/2/2023,5/8/2028,Sales,99579,Below
609,Terri,Snyder,46,F,5/15/2005,4/12/2020,5/21/2022,Customer Service,42935,Outstanding
610,Rebecca,Haley,35,N/A,12/29/2019,10/1/2021,5/10/2025,HR,180262,Exceeds
611,Rhonda,Olson,18,Decline to comment,5/7/2022,12/2/2023,1/31/2025,Customer Service,74153,Outstanding
612,Kenneth,Pitts,85,Decline to comment,9/17/1939,8/15/2023,9/22/2025,IT,4676,Meets
613,Christopher,Lutz ,68,Decline to comment,12/5/1943,9/5/2021,5/31/2024,IT,166731,Outstanding
614,Steven,Buchanan,37,M,10/15/1955,12/2/2023,1/30/2028,HR,159148,Below
615,Shawn,Nelson,58,F,11/28/1966,12/2/2023,7/16/2027,HR,172234,Meets
616,Dennis,Castillo,43,Decline to comment,1/1/1962,4/27/2020,12/18/2021,Sales,99901,Outstanding
617,Jennifer ,Burnett,65,M,2/24/1959,12/2/2023,3/9/2025,Engineering,88777,Meets
618,Michael,Haney,63,N/A,4/19/2022,8/29/2021,4/25/2023,Operations,106662,Outstanding
619,Tracy,Ritter,37,F,11/22/2011,8/24/2020,1/11/2022,HR,147175,Exceeds
620,Marissa,Downs,47,F,1/8/2023,11/5/2020,2/12/2023,Engineering,73024,Outstanding
621,Anna,Horton,50,M,11/10/1984,7/7/2021,1/28/2025,Customer Service,172561,Outstanding
622,Kenneth,Smith,44,M,5/23/1959,4/2/2020,5/16/2021,Sales,124217,Outstanding
623,Sabrina,Bennett,47,M,NULL,8/12/2021,11/26/2024,HR,99023,Needs Improvement
624,James,Beard,54,M,9/19/1970,10/27/2022,9/3/2025,Marketing,90361,Below
625,Stephanie,Carroll,NULL,Decline to comment,NULL,12/2/2023,6/24/2025,Finance,149487,Outstanding
626,Donald ,Johnson,18,M,9/4/1918,4/29/2020,5/30/2020,IT,93125,Below
627,Zachary,Wood,40,M,3/2/2019,2/28/2021,4/6/2021,Engineering,169852,Outstanding
628,Nicolas,Garcia,18,Decline to comment,7/20/2012,12/2/2023,3/6/2026,Sales,4019,Meets
629,David,Oliver,51,Decline to comment,6/3/1923,10/25/2023,2/16/2027,Marketing,141624,Needs Improvement
630,Heather,Davis,23,F,NULL,5/13/2023,2/28/2026,HR,74468,Meets
631,Bruce,Perkins,46,F,11/26/1976,12/2/2023,12/18/2027,Engineering,47635,Exceeds
632,Amanda ,Flores,51,Decline to comment,NULL,6/5/2021,12/17/2022,Sales,143291,Below
633,Madison,Pearson,68,M,NULL,7/7/2023,9/3/2023,Sales,173165,Exceeds
634,Joshua,Hodge,84,F,8/18/1940,8/26/2020,8/13/2024,Sales,180410,Below
635,Kimberly,Cooper,61,N/A,NULL,6/4/2020,10/8/2023,Operations,167350,Meets
636,Keith,Gonzalez,24,M,8/18/1910,5/27/2023,10/16/2026,IT,88485,Meets
637,Emily,Vargas,37,F,7/14/1995,12/10/2022,10/23/2025,Marketing,101161,Exceeds
638,Aaron,Moore,58,Decline to comment,10/13/1923,2/22/2021,1/26/2022,Sales,100852,Exceeds
639,Benjamin,Turner,37,F,3/25/1968,6/21/2022,11/5/2025,Finance,103265,Outstanding
640,April,Villanueva,29,Decline to comment,12/28/2007,10/20/2020,2/25/2024,Engineering,195594,Meets
641,William,Davis,37,F,9/26/1954,12/2/2023,4/19/2026,IT,3620,Outstanding
642,Jose,Woods,70,F,NULL,12/2/2023,4/28/2027,IT,10342,Meets
643,Darren,Woods,75,F,4/14/1949,12/2/2023,11/7/2024,Marketing,131531,Needs Improvement
644,Jennifer,Conrad,37,M,5/26/1931,2/9/2023,10/2/2024,Engineering,197990,Exceeds
645,Alexandra,Green,44,M,1/12/2011,5/19/2022,3/31/2026,Finance,133963,Outstanding
646,Dawn,Nichols,22,F,3/30/1956,7/27/2023,12/7/2024,IT,139339,Exceeds
647,William,Howard,49,M,NULL,9/13/2020,5/30/2021,IT,54570,Below
648,Calvin,Jones,21,M,8/7/1994,12/2/2023,12/31/2027,Customer Service,47159,Outstanding
649,Madeline,Bender,69,M,9/12/1949,8/2/2020,3/25/2024,Sales,163622,Exceeds
650,Debra,Burke,20,M,8/5/2015,6/2/2022,1/24/2024,IT,46302,Meets
651,John,Baker,42,M,11/27/1916,8/3/2022,6/9/2024,Operations,120883,Outstanding
652,David,Anderson,48,F,3/24/1938,12/2/2023,2/28/2025,Customer Service,157052,Exceeds
653,Zachary,Willis,65,Decline to comment,4/13/2014,4/15/2022,10/24/2025,Marketing,41837,Needs Improvement
654,David,Thomas,49,M,3/11/1944,1/6/2021,12/23/2023,Marketing,99251,Below
655,Stephanie,Mcdonald ,32,M,6/1/1976,12/2/2023,12/13/2026,HR,98384,Outstanding
656,Margaret ,Branch,79,M,6/28/1945,6/17/2021,8/1/2021,Customer Service,156866,Exceeds
657,Peter,Mccarty,23,M,NULL,9/13/2023,8/10/2024,Customer Service,5281,Exceeds
658,Timothy,Patel,42,M,7/9/1911,10/3/2021,1/10/2022,Sales,184469,Exceeds
659,Smith,Thompson,33,M,6/26/1969,12/2/2023,8/18/2026,IT,63082,Needs Improvement
660,Briana,Larson,68,F,10/4/1934,2/25/2023,9/30/2023,Engineering,141147,Needs Improvement
661,Sheryl,Mccoy,45,F,8/27/1960,12/2/2023,12/3/2027,Marketing,101160,Outstanding
662,Michael,Hebert,70,F,2/17/1963,9/22/2022,2/24/2026,HR,166021,Meets
663,Richard,Gay ,49,F,10/17/1928,9/10/2020,11/18/2021,Engineering,133795,Exceeds
664,David,Walsh,27,F,3/20/1969,12/2/2023,3/26/2026,Engineering,98729,Below
665,Matthew,Lam,32,N/A,4/7/1983,3/30/2020,9/14/2021,Finance,146814,Meets
666,Daniel,Boyle,63,F,8/21/1942,10/26/2023,8/26/2027,Operations,193886,Needs Improvement
667,Maria,Watson,58,F,3/24/1991,12/2/2023,12/7/2025,Engineering,189724,Exceeds
668,Amy,White,64,F,11/6/2006,3/22/2020,1/29/2022,Finance,98081,Meets
669,Mark,Hall ,64,F,3/6/2010,2/11/2023,5/25/2025,Operations,73673,Needs Improvement
670,Angela,Carter,33,F,1/23/1940,7/21/2020,3/27/2023,Sales,13191,Exceeds
671,Silva,Black,38,F,6/30/1944,12/30/2022,6/20/2026,Finance,86701,Needs Improvement
672,Brett,Casey,30,M,9/27/1979,6/12/2022,5/31/2026,Sales,15308,Needs Improvement
673,David,Christensen,28,M,7/8/1909,1/22/2022,11/17/2025,HR,31411,Meets
674,Sandra,Kane,43,N/A,7/18/1910,8/9/2020,2/9/2021,Finance,189902,Meets
675,Debra,Mitchell,20,F,8/23/1946,8/16/2022,10/13/2022,Finance,7834,Needs Improvement
676,Larry,Braun,42,F,12/23/1951,12/2/2023,8/8/2026,Engineering,150117,Meets
677,Alexis,Patterson,37,F,1/27/1911,8/17/2023,2/11/2027,Engineering,161713,Exceeds
678,Janet,Romero,21,F,12/5/1927,11/9/2021,3/14/2023,Sales,180932,Outstanding
679,Anderson,Patton,60,F,8/24/1909,4/20/2022,10/23/2025,Engineering,196751,Below
680,Gabriel,Rojas,34,M,10/22/1948,12/2/2023,2/19/2027,Engineering,158137,Outstanding
681,Matthew,Wolf,56,F,4/7/1944,5/29/2021,12/15/2021,Engineering,114511,Exceeds
682,William ,Obrien,22,F,2/1/1943,2/23/2022,1/3/2023,Operations,63208,Exceeds
683,Kelsey,Martin,48,F,3/28/1916,11/25/2023,8/14/2025,Marketing,157133,Meets
684,Jennifer,Gonzalez,33,M,2/17/1915,6/8/2022,6/30/2023,Marketing,41130,Below
685,Natalie,Walker ,69,F,3/25/1955,12/2/2023,6/21/2026,Sales,123026,Meets
686,Lisa,Bradford,32,Decline to comment,9/26/2020,12/2/2023,9/11/2025,Sales,88053,Below
687,Brian,Rowe,65,M,NULL,12/2/2023,3/15/2028,Sales,144431,Meets
688,Brian,Mason ,56,F,4/7/2012,12/2/2023,8/30/2027,IT,39303,Outstanding
689,Shirley,Bishop,30,F,1/4/2001,5/28/2023,3/26/2025,Finance,31085,Meets
690,Robert,Morrison,41,F,NULL,12/10/2021,7/23/2022,Marketing,131925,Needs Improvement
691,Joshua,Miller,29,M,2/14/1995,1/19/2023,4/21/2024,Marketing,47289,Meets
692,Brian,Chavez,64,N/A,12/23/1972,3/24/2020,3/4/2024,HR,168379,Outstanding
693,Daniel,Sanchez,54,Decline to comment,7/17/1987,9/7/2022,2/1/2025,Engineering,116367,Below
694,Jennifer,Wolfe,25,F,12/28/2004,12/2/2023,11/17/2024,HR,150776,Exceeds
695,Dana ,Black,55,F,NULL,6/2/2021,5/9/2023,HR,6603,Outstanding
696,Stacy,Fuller,56,F,3/4/1910,8/15/2021,2/16/2022,HR,104355,Meets
697,Tina,Melton,26,F,3/30/1939,2/13/2023,9/29/2026,Sales,76011,Exceeds
698,John ,Young,49,F,11/29/1998,4/29/2023,8/8/2023,IT,145591,Below
699,Connie,Morgan,NULL,F,NULL,4/14/2023,4/12/2024,Customer Service,102410,Below
700,Cynthia,Singh,54,M,3/19/1913,1/21/2022,10/18/2025,Customer Service,9714,Meets
701,Allison,Johnson,48,M,8/12/2022,12/2/2023,3/19/2024,HR,142470,Outstanding
702,Marcus,Miller ,31,M,9/25/1908,12/2/2023,7/1/2025,Customer Service,74763,Below
703,Matthew,Burke,41,F,6/4/1975,2/2/2023,8/22/2026,IT,129134,Outstanding
704,Kenneth,Thomas,55,F,5/16/1992,6/17/2021,12/4/2022,HR,113724,Outstanding
705,Sharon,Foster,54,N/A,4/13/1969,7/25/2021,1/5/2024,Engineering,184312,Outstanding
706,Nicole,Smith,25,M,NULL,4/30/2020,5/5/2022,HR,157993,Needs Improvement
707,Brittany,White,59,M,1/28/1956,3/17/2021,9/27/2021,Customer Service,59836,Exceeds
708,Taylor,Flores,64,M,7/17/1971,11/7/2023,11/6/2026,Sales,138638,Exceeds
709,James,Martinez,45,M,5/16/2023,4/13/2023,11/22/2024,Customer Service,91898,Needs Improvement
710,Jason,Campbell,51,M,8/17/2020,2/3/2021,4/10/2023,Marketing,11684,Exceeds
711,Lauren,Rivera,55,M,9/30/1943,3/27/2021,6/28/2023,IT,39356,Needs Improvement
712,Erica,Weber,35,F,12/23/1918,12/2/2023,8/5/2028,Finance,36183,Below
713,David,Brittney,63,F,NULL,11/5/2021,1/31/2024,Operations,30361,Outstanding
714,Nielsen,Jackson,58,N/A,1/4/1966,5/22/2022,1/25/2026,Operations,102081,Outstanding
715,Janice,York,44,F,6/22/1927,3/2/2023,12/25/2026,Sales,5406,Needs Improvement
716,Michael,Ramos,56,F,NULL,7/1/2022,10/7/2023,Engineering,123607,Needs Improvement
717,Michael,Clayton,63,F,2/25/2002,12/31/2021,12/15/2023,Sales,179618,Needs Improvement
718,Jason,Vasquez,25,M,6/30/1976,3/21/2020,11/15/2023,Finance,53779,Outstanding
719,Steven,Jay,25,F,11/22/1999,2/19/2022,2/24/2024,HR,107964,Outstanding
720,Brittany,Becker,67,F,11/10/1998,6/25/2023,5/2/2027,Marketing,80014,Exceeds
721,Marco,Webb,24,M,3/31/1919,2/15/2023,1/21/2027,Marketing,107065,Outstanding
722,Gregory,Huerta,37,F,2/3/1950,7/27/2020,7/6/2024,Marketing,185717,Needs Improvement
723,Brittany,Hart,20,F,1/18/2005,12/2/2023,7/18/2027,IT,166311,Meets
724,Gerald,Benitez,52,F,12/23/1991,4/19/2022,5/18/2025,Engineering,181380,Below
725,Jennifer,Garza,46,F,3/8/2000,10/7/2020,4/20/2021,Customer Service,30333,Meets
726,Jessica,Sanders,63,M,6/29/2013,8/16/2021,9/13/2023,Operations,92209,Outstanding
727,Jennifer,Edwards,18,Decline to comment,5/18/1990,4/16/2020,11/1/2021,Engineering,83613,Meets
728,Angela,Berry,24,M,6/20/2011,12/2/2023,8/28/2025,Sales,198189,Meets
729,Rebecca,Waters,51,F,12/14/1914,8/5/2023,10/6/2026,Sales,165087,Meets
730,Blake ,Gonzalez,66,M,2/20/1996,12/2/2023,1/11/2026,Customer Service,72833,Needs Improvement
731,Cameron,Hernandez,52,M,3/26/2005,4/28/2020,3/3/2021,Engineering,13130,Meets
732,Tracie,Davis,51,M,4/3/2006,12/2/2023,12/11/2025,Marketing,177650,Needs Improvement
733,David,Horne,29,N/A,2/13/2007,12/2/2023,10/21/2027,Operations,112533,Needs Improvement
734,Patricia,Hicks,48,F,5/15/1973,7/26/2020,3/16/2021,Finance,156720,Meets
735,Payne,Bennett,63,N/A,10/18/1980,1/27/2020,10/2/2020,Operations,170622,Needs Improvement
736,Erin,William,43,N/A,1/14/1920,9/20/2021,8/15/2024,Marketing,174201,Exceeds
737,Beverly,Kerr,24,M,4/11/1987,7/25/2020,8/30/2022,Sales,96590,Meets
738,Roger,Greene,57,M,3/16/2007,12/2/2023,10/27/2024,HR,139330,Needs Improvement
739,Meredith,Parker ,21,M,8/23/1938,2/28/2023,3/12/2025,Marketing,97758,Outstanding
740,Steven,Graves,19,Decline to comment,12/7/2012,3/25/2020,9/14/2022,Engineering,179957,Exceeds
741,Wolf,Miller,57,F,8/9/1950,12/21/2022,3/17/2026,Customer Service,171676,Exceeds
742,Jeremy,Duran,19,F,12/31/1943,6/13/2020,12/16/2021,Customer Service,144490,Needs Improvement
743,Brian,Allen,56,F,7/2/2013,3/22/2022,5/18/2024,Customer Service,86951,Needs Improvement
744,Carol,Harris,47,N/A,9/15/1961,2/16/2022,1/29/2023,Operations,183174,Needs Improvement
745,David,Wyatt,35,N/A,1/28/1960,8/14/2022,5/20/2026,Customer Service,39954,Exceeds
746,Angela,Murphy,67,M,3/15/1967,2/23/2021,6/11/2022,IT,85202,Exceeds
747,Brittany,Jennings,29,M,11/27/1977,12/7/2022,11/11/2023,IT,56865,Meets
748,Anthony,Flores,74,F,8/12/1950,12/2/2023,8/20/2028,Engineering,126834,Needs Improvement
749,Curtis,Yu,30,M,3/6/1922,12/22/2021,3/21/2024,Finance,41357,Needs Improvement
750,William,Smith,67,M,6/25/1979,1/5/2021,6/2/2021,Operations,132723,Needs Improvement
751,Mallory,Rice,60,F,5/28/1959,6/21/2021,7/12/2023,IT,7358,Outstanding
752,Jeffery,Durham,32,F,6/1/1992,2/23/2020,7/5/2023,Marketing,33991,Exceeds
753,Sarah,Gonzalez,NULL,Decline to comment,NULL,12/2/2023,5/6/2026,IT,169440,Outstanding
754,Johnson,Boyd,46,M,10/23/1951,10/20/2020,10/13/2023,Operations,156760,Below
755,Eric,Peterson,52,F,12/17/1957,10/14/2020,8/16/2023,Sales,126391,Outstanding
756,Christine ,Ward,70,M,5/31/1987,9/19/2023,12/16/2026,Marketing,176005,Outstanding
757,Joanne,Carter,29,F,NULL,12/4/2023,11/1/2027,Operations,64089,Needs Improvement
758,Jocelyn,Brown,58,Decline to comment,1/5/1991,1/12/2021,4/7/2022,Marketing,179781,Exceeds
759,Michael,Jordan,25,M,2/19/1910,11/13/2020,10/24/2021,Marketing,105002,Below
760,Steven,Skinner,52,M,12/10/2010,6/20/2023,2/23/2025,Marketing,53906,Meets
761,Eduardo,Wu,25,N/A,6/23/1980,10/8/2020,3/5/2021,HR,7122,Needs Improvement
762,Leslie,Castro,20,N/A,11/7/1938,1/7/2022,6/12/2023,Finance,140375,Below
763,Robin,Douglas,24,M,8/31/2008,7/8/2023,4/17/2025,IT,130297,Needs Improvement
764,Kathryn,Davis,69,M,10/20/1915,10/7/2020,7/18/2022,Sales,45923,Exceeds
765,Wayne,Martin,50,Decline to comment,7/13/1987,1/31/2023,6/27/2024,Engineering,9444,Outstanding
766,April,Smith,59,N/A,10/26/1931,7/29/2020,7/18/2024,Marketing,180569,Needs Improvement
767,Lisa ,Alvarado,41,N/A,7/31/1967,12/2/2023,7/11/2025,Marketing,86201,Below
768,Julie,Higgins,NULL,Decline to comment,NULL,1/17/2023,9/28/2023,Finance,166412,Exceeds
769,Billy,Richard ,47,F,1/11/1934,12/18/2023,10/23/2027,HR,46000,Exceeds
770,Arthur,Bryant,35,M,11/5/1960,9/14/2020,4/15/2022,IT,107516,Below
771,Shaw,Yates,58,M,12/15/1949,10/15/2022,11/17/2022,Finance,138609,Meets
772,Andrew,Fischer,22,F,5/20/1984,4/24/2022,1/8/2025,Engineering,173762,Exceeds
773,Trevor,Ballard,91,F,12/13/1933,12/2/2023,5/27/2024,Sales,11799,Below
774,Amanda,Hopkins,68,F,9/2/1962,2/19/2023,6/3/2025,Sales,40012,Meets
775,Bradley,Reyes,58,F,12/25/1966,7/10/2020,9/22/2020,Sales,35616,Below
776,Lisa,Case,44,N/A,3/8/1933,8/13/2023,12/5/2025,Marketing,178295,Meets
777,Scott,Dawn,66,Decline to comment,1/18/1947,6/17/2023,9/27/2025,Finance,160136,Below
778,Laura,Cooper,45,M,9/19/1935,10/17/2020,2/26/2023,Sales,135924,Outstanding
779,Wendy,Gilbert,45,M,1/15/1997,6/16/2020,3/23/2023,Finance,110634,Needs Improvement
780,Christopher,Hill,23,M,10/15/1935,9/10/2021,2/16/2022,IT,2920,Meets
781,Kristen,Harrison,30,F,NULL,1/30/2020,8/4/2020,Engineering,72265,Exceeds
782,Christine,Shelton,32,F,3/20/1936,1/30/2021,4/2/2021,Engineering,175077,Meets
783,Cynthia,Suzanne,33,M,3/7/2011,5/4/2023,10/15/2024,IT,64158,Needs Improvement
784,Valerie,Keith,45,M,3/25/2024,2/5/2021,4/10/2022,Operations,134045,Exceeds
785,Peter,Dennis,58,M,11/22/1952,12/2/2023,2/13/2026,Customer Service,56992,Exceeds
786,Jose,Gentry,27,M,10/18/1963,10/26/2023,8/23/2025,Operations,92439,Needs Improvement
787,Tina,Hale,65,N/A,8/28/2013,9/29/2022,5/15/2026,Engineering,9890,Outstanding
788,Christopher,Holt,33,F,NULL,12/2/2023,12/9/2026,HR,183747,Needs Improvement
789,Lacey,Stout,53,M,11/16/2000,4/15/2020,2/15/2023,HR,8320,Needs Improvement
790,Ronnie ,Anderson,48,N/A,1/29/1960,2/4/2022,2/8/2025,Finance,56305,Meets
791,Adam,George,61,F,6/16/1993,8/3/2020,10/4/2023,Operations,139913,Exceeds
792,Amy,Williams,39,M,NULL,12/28/2020,6/20/2023,Finance,96734,Outstanding
793,Amy,Johnson,24,N/A,10/6/1926,5/11/2020,12/11/2020,Finance,61735,Exceeds
794,Cynthia,Jason,28,N/A,5/8/1975,12/2/2023,6/15/2025,Engineering,13035,Below
795,Shannon,Cross,NULL,F,NULL,4/12/2021,2/9/2022,Finance,186159,Needs Improvement
796,Valerie,Brown,59,F,1/8/1989,3/26/2022,2/24/2023,IT,132834,Needs Improvement
797,Christopher,Jones,66,M,4/5/1942,3/5/2021,1/23/2024,Customer Service,172351,Exceeds
798,James,Green,31,Decline to comment,3/29/1975,12/2/2023,10/31/2024,Customer Service,94182,Meets
799,Jennifer,Figueroa,63,M,8/11/1950,12/2/2023,2/15/2027,HR,63898,Outstanding
800,Brenda,Moore,67,Decline to comment,1/14/1957,3/5/2023,1/21/2024,HR,3765,Below
801,Karen,Lopez,33,F,1/11/1970,7/13/2022,5/5/2026,Finance,40835,Needs Improvement
802,Adrian,Hampton,60,M,1/14/2022,12/2/2023,12/2/2027,Customer Service,41243,Outstanding
803,Robert,Richard,49,F,7/26/1997,2/19/2020,4/24/2022,IT,168609,Below
804,Gary,Rodriguez ,64,M,9/17/1947,3/1/2020,9/10/2021,IT,6865,Meets
805,James,Davis,23,M,2/19/1930,8/3/2021,4/19/2023,Marketing,122998,Needs Improvement
806,Melissa ,Walters,32,M,6/1/1992,2/23/2021,4/13/2024,Engineering,145015,Exceeds
807,Michael,Yang,30,M,12/23/1951,8/28/2020,5/3/2023,IT,11508,Needs Improvement
808,Hannah,Vasquez,69,F,1/21/1998,7/12/2020,2/17/2022,Finance,102384,Needs Improvement
809,Pamela ,Miller,58,M,1/12/1936,4/30/2022,7/9/2022,Marketing,95403,Below
810,Michelle,Page ,43,F,11/18/1918,10/12/2023,5/11/2024,Finance,78449,Below
811,Justin ,Hughes,34,F,1/30/1937,4/1/2020,5/5/2021,Marketing,110522,Meets
812,Kurt,Barker,55,N/A,7/10/1965,9/18/2020,3/27/2023,IT,124181,Exceeds
813,Sabrina,Blevins,37,Decline to comment,11/10/1913,7/28/2020,12/25/2023,Engineering,50480,Below
814,Ana,Freeman ,48,Decline to comment,NULL,12/2/2023,8/16/2027,IT,120042,Exceeds
815,Tracey,Garrett,79,F,11/30/1945,12/2/2023,6/24/2025,Sales,149763,Meets
816,Joseph,Brown,64,M,3/30/1933,1/18/2022,7/9/2022,Marketing,73373,Meets
817,Michael,Elliott,22,F,7/12/1968,4/8/2023,9/15/2024,Marketing,81334,Outstanding
818,Ryan,Ware,52,F,NULL,12/19/2020,8/31/2021,HR,172725,Needs Improvement
819,Jackson,Torres,35,M,2/12/1932,7/12/2022,4/8/2023,IT,7567,Needs Improvement
820,Theresa,Harris,30,F,9/5/1916,8/5/2020,5/16/2023,HR,157338,Meets
821,Scott,Johnson,44,N/A,12/5/1965,11/1/2021,1/27/2022,Sales,34059,Meets
822,John,Wilkins,46,M,1/16/1921,12/2/2023,8/10/2027,IT,115797,Outstanding
823,Vickie,Bowen,41,N/A,6/7/1948,12/2/2023,2/10/2027,IT,154722,Exceeds
824,John,Taylor,28,F,8/10/1956,12/2/2023,10/10/2025,Operations,79522,Below
825,Christian,Smith,50,M,9/3/2005,1/26/2021,10/24/2021,Finance,127101,Meets
826,Kevin,Anderson,51,Decline to comment,9/30/1933,4/14/2023,12/9/2023,Customer Service,63155,Outstanding
827,Veronica ,Cook,21,M,8/7/2003,1/18/2021,3/19/2022,IT,128886,Meets
828,Shaw,Wu,59,F,8/26/2005,8/20/2020,7/16/2021,IT,149664,Below
829,Hart,Coleman,35,F,6/9/1917,8/3/2023,2/4/2027,Finance,13076,Below
830,George,Smith,68,F,11/6/1919,8/16/2020,9/27/2023,Operations,7156,Outstanding
831,Brandon,Warren,NULL,Decline to comment,NULL,12/2/2023,12/30/2025,HR,108433,Exceeds
832,Blake,Acevedo,32,F,2/20/1941,8/25/2022,3/21/2024,Finance,9629,Below
833,Catherine,Mejia,18,F,7/26/1947,12/2/2023,10/17/2027,Marketing,33007,Below
834,Bryan,Bauer,32,M,3/14/1956,9/26/2023,7/3/2025,Sales,78307,Meets
835,Elizabeth,Odom,57,M,5/11/1916,12/2/2023,2/7/2025,Marketing,159060,Outstanding
836,Melanie,Andersen,52,M,4/2/1947,1/12/2023,10/21/2025,Engineering,100441,Needs Improvement
837,Alexa,Rosales ,50,M,6/30/2015,12/2/2023,11/28/2025,Marketing,7106,Exceeds
838,Christopher,Christopher,44,M,3/19/1928,2/5/2020,9/15/2020,Operations,8234,Outstanding
839,Michael ,Bradley,34,M,8/10/1994,12/2/2023,11/13/2027,IT,113425,Below
840,Edward,Mark,44,M,NULL,2/22/2020,9/20/2020,Marketing,31702,Below
841,Mark,Griffith,32,F,6/1/1992,8/29/2021,2/17/2023,Sales,117794,Needs Improvement
842,Matthew,Jerome,55,M,9/5/1966,12/2/2023,6/21/2027,Engineering,110253,Needs Improvement
843,Brian,Preston,42,M,6/19/1923,5/8/2021,3/3/2023,Finance,9674,Needs Improvement
844,Bailey,Gomez,38,F,7/15/1921,10/1/2021,10/31/2022,Customer Service,7741,Below
845,Edward,Nichols,39,F,8/6/1930,9/13/2020,2/10/2022,Sales,86944,Below
846,Tyler,Wood,42,M,3/26/1999,5/13/2022,5/24/2024,Finance,170862,Outstanding
847,Dennis,Wilson,73,N/A,8/4/1951,11/23/2023,9/12/2024,Finance,172848,Below
848,Wanda,Lee,57,M,NULL,1/11/2022,11/21/2022,Engineering,16609,Outstanding
